Name,Team,position,playerid,IP,ERA,WHIP,SV,W,K,marginal_total_points,dollar_value,status,auction_value,NFBC_ADP,salary
Trevor Stephan,CLE,pitcher,19932,54,4.46,1.35,0,2,60,-1.82,-3.9300000000000006,,-5.995978696092747,NA,NA
Rafael Dolis,NA,pitcher,4185,53,4.51,1.47,1,3,56,-1.84,-3.9700000000000006,,-6.057006469080969,NA,NA
Greg Holland,NA,pitcher,7196,52.5,4.56,1.43,1,3,52,-1.84,-3.9700000000000006,,-6.057006469080969,NA,NA
Danny Coulombe,MIN,pitcher,13293,41,4.05,1.33,0,3,41,-1.86,-4,,-6.102777298822134,NA,NA
Touki Toussaint,ATL,pitcher,16929,58.5,4.58,1.43,0,3,60,-1.86,-4,,-6.102777298822134,700.23,NA
Alec Mills,CHC,pitcher,13834,93.5,5.07,1.42,0,4,66,-1.87,-4.010000000000001,,-6.11803424206919,680.92,NA
Kirby Yates,ATL,pitcher,9073,29,3.76,1.19,1,2,36,-1.87,-4.0200000000000005,,-6.133291185316245,685,NA
Louis Head,MIA,pitcher,13259,50,4.18,1.31,0,2,49,-1.87,-4.03,,-6.1485481285633,NA,NA
Steven Brault,NA,pitcher,15291,96,5.1,1.51,0,5,75,-1.9,-4.07,,-6.2095759015515215,NA,NA
Sergio Romo,NA,pitcher,9817,61,4.75,1.36,1,2,56,-1.92,-4.109999999999999,,-6.270603674539742,NA,NA
Anthony Banda,PIT,pitcher,14706,59.5,4.55,1.44,1,3,51,-1.92,-4.109999999999999,,-6.270603674539742,NA,NA
Nick Mears,PIT,pitcher,25376,54.5,4.71,1.45,1,3,55,-1.92,-4.109999999999999,,-6.270603674539742,NA,NA
José Ruiz,CHW,pitcher,14552,55,4.33,1.37,0,2,56,-1.93,-4.13,,-6.301117561033853,NA,NA
Griffin Canning,LAA,pitcher,19867,49,4.4,1.31,0,2,51,-1.94,-4.1499999999999995,,-6.331631447527963,641.23,NA
Vladimir Gutierrez,CIN,pitcher,19278,117,5.7,1.5,0,6,95,-1.95,-4.16,,-6.346888390775019,NA,NA
Josh Winder,MIN,pitcher,sa3007993,72,4.97,1.38,0,3,60,-1.95,-4.17,,-6.362145334022075,NA,NA
Matt Strahm,NA,pitcher,13799,41.5,4.1,1.23,0,2,40,-1.96,-4.18,,-6.3774022772691294,NA,NA
John Brebbia,SFG,pitcher,12777,42,4.2,1.27,0,2,45,-1.97,-4.199999999999999,,-6.40791616376324,NA,NA
Rafael Montero,HOU,pitcher,12760,43,4.2,1.32,1,2,41,-1.99,-4.239999999999999,,-6.468943936751461,NA,NA
Lucas Luetge,NYY,pitcher,8337,44,4.14,1.29,0,2,44,-2,-4.26,,-6.499457823245572,NA,NA
Joe Smith,NA,pitcher,3281,47,4.4,1.32,0,3,39,-2,-4.26,,-6.499457823245572,NA,NA
José Ureña,NA,pitcher,11589,98.5,5.14,1.49,0,5,69,-2.02,-4.289999999999999,,-6.545228652986737,NA,NA
José Álvarez,SFG,pitcher,5358,52,4.13,1.38,0,3,39,-2.03,-4.299999999999999,,-6.560485596233792,NA,NA
Zach Pop,MIA,pitcher,20185,55.5,4.13,1.39,0,2,51,-2.03,-4.309999999999999,,-6.5757425394808475,NA,NA
Domingo Tapia,KCR,pitcher,12178,61.5,4.67,1.5,2,3,51,-2.03,-4.309999999999999,,-6.5757425394808475,NA,NA
Cody Stashak,MIN,pitcher,18088,43,4.44,1.28,0,2,47,-2.04,-4.319999999999999,,-6.590999482727904,NA,NA
Trevor Gott,MIL,pitcher,15046,50.5,4.73,1.38,0,3,50,-2.05,-4.339999999999999,,-6.621513369222014,NA,NA
Erik Swanson,SEA,pitcher,16587,41,4.28,1.25,0,2,42,-2.05,-4.339999999999999,,-6.621513369222014,744.62,NA
Trevor Cahill,NA,pitcher,6249,71,4.99,1.45,0,4,57,-2.05,-4.349999999999999,,-6.636770312469069,NA,NA
Mike Fiers,NA,pitcher,7754,94.5,5.4,1.43,0,5,62,-2.06,-4.3599999999999985,,-6.652027255716123,NA,NA
Drew Pomeranz,SDP,pitcher,11426,30,3.67,1.31,1,2,36,-2.06,-4.369999999999999,,-6.66728419896318,661.15,NA
Jharel Cotton,MIN,pitcher,13654,51,4.67,1.41,0,3,51,-2.09,-4.409999999999998,,-6.7283119719514,NA,NA
Justus Sheffield,SEA,pitcher,17285,52,4.34,1.43,0,3,47,-2.09,-4.419999999999998,,-6.7435689151984555,732.23,NA
Steve Cishek,NA,pitcher,6483,67.5,4.65,1.47,0,3,60,-2.12,-4.469999999999999,,-6.819853631433733,NA,NA
Wander Suero,NA,pitcher,15855,40.5,4.52,1.34,0,3,40,-2.13,-4.489999999999998,,-6.850367517927843,NA,NA
Jovani Moran,MIN,pitcher,20422,45.5,4.17,1.42,0,2,53,-2.14,-4.509999999999998,,-6.880881404421953,NA,NA
Spencer Strider,ATL,pitcher,27498,31.5,4.22,1.31,0,3,35,-2.15,-4.519999999999998,,-6.896138347669008,NA,NA
Sam Moll,OAK,pitcher,14874,51.5,4.12,1.41,0,2,50,-2.15,-4.519999999999998,,-6.896138347669008,NA,NA
Lewis Thorpe,MIN,pitcher,15906,72.5,5.04,1.46,0,4,57,-2.16,-4.539999999999998,,-6.926652234163119,749.85,NA
Sam Hentges,CLE,pitcher,18548,59.5,4.53,1.42,0,2,59,-2.16,-4.549999999999998,,-6.941909177410174,NA,NA
Andrew Miller,NA,pitcher,6785,51.5,4.57,1.42,1,2,51,-2.18,-4.579999999999998,,-6.987680007151341,NA,NA
Alex Lange,DET,pitcher,19883,55.5,4.58,1.47,0,3,54,-2.18,-4.589999999999998,,-7.002936950398396,NA,NA
Nick Snyder,TEX,pitcher,23493,42.5,4.36,1.38,1,2,43,-2.19,-4.599999999999998,,-7.01819389364545,NA,NA
Keone Kela,NA,pitcher,14696,34,4.11,1.26,0,2,39,-2.19,-4.599999999999998,,-7.01819389364545,NA,NA
Oliver Drake,TBR,pitcher,8823,41,4.11,1.31,0,2,40,-2.2,-4.6199999999999974,,-7.04870778013956,NA,NA
Kyle Zimmer,NA,pitcher,14169,51,4.66,1.47,2,2,50,-2.21,-4.629999999999998,,-7.063964723386617,NA,NA
Blake Taylor,HOU,pitcher,16418,52.5,4.46,1.46,0,3,49,-2.21,-4.629999999999998,,-7.063964723386617,NA,NA
Kodi Whitley,STL,pitcher,19731,45,4.29,1.34,0,2,44,-2.22,-4.649999999999998,,-7.094478609880727,NA,NA
Duane Underwood Jr.,PIT,pitcher,14677,58,4.66,1.42,1,2,52,-2.22,-4.649999999999998,,-7.094478609880727,NA,NA
T.J. McFarland,STL,pitcher,3237,54,4.16,1.4,0,3,35,-2.22,-4.6599999999999975,,-7.109735553127782,NA,NA
Ryan Borucki,TOR,pitcher,16350,44,4.1,1.37,0,2,44,-2.22,-4.6599999999999975,,-7.109735553127782,NA,NA
Michael Rucker,CHC,pitcher,19454,47,4.64,1.37,1,2,45,-2.22,-4.6599999999999975,,-7.109735553127782,NA,NA
Nick Lodolo,CIN,pitcher,sa917947,37,4.23,1.28,0,2,39,-2.24,-4.6999999999999975,drafted,-7.1707633261160035,NA,2
Justin Wilson,CIN,pitcher,4301,55.5,4.81,1.46,0,3,55,-2.25,-4.719999999999998,,-7.2012772126101146,NA,NA
Taylor Widener,ARI,pitcher,19266,56,4.82,1.39,0,2,57,-2.28,-4.759999999999998,,-7.262304985598337,735.31,NA
Julio Teheran,NA,pitcher,6797,92,5.41,1.48,0,4,76,-2.28,-4.769999999999998,,-7.277561928845391,NA,NA
Joel Payamps,KCR,pitcher,14332,52,4.46,1.35,0,2,44,-2.3,-4.809999999999998,,-7.338589701833612,NA,NA
Kyle McGowin,NA,pitcher,15071,39,4.38,1.31,0,2,41,-2.31,-4.809999999999998,,-7.338589701833612,NA,NA
Angel Perdomo,MIL,pitcher,17759,36,4.15,1.41,0,2,47,-2.31,-4.819999999999998,,-7.353846645080668,NA,NA
Jaime Barría,LAA,pitcher,18356,69.5,5.27,1.42,0,4,50,-2.32,-4.829999999999998,,-7.369103588327724,NA,NA
Demarcus Evans,TEX,pitcher,21087,41,4.79,1.47,2,2,46,-2.32,-4.839999999999998,,-7.384360531574779,721.62,NA
Blake Parker,NA,pitcher,5224,50.5,4.59,1.36,0,2,47,-2.33,-4.849999999999998,,-7.399617474821834,NA,NA
Chaz Roe,NA,pitcher,9866,41.5,4.23,1.38,0,2,44,-2.33,-4.849999999999998,,-7.399617474821834,NA,NA
Sean Newcomb,ATL,pitcher,16943,37,4.1,1.36,0,2,41,-2.34,-4.8699999999999974,,-7.430131361315944,NA,NA
Cade Cavalli,WSN,pitcher,sa3014421,51.5,4.76,1.46,0,3,50,-2.34,-4.879999999999998,drafted,-7.445388304563,NA,1
Ross Detwiler,NA,pitcher,2859,44.5,4.4,1.35,0,2,42,-2.36,-4.919999999999998,,-7.506416077551222,NA,NA
Gabe Speier,KCR,pitcher,17170,45.5,4.24,1.37,0,2,41,-2.37,-4.929999999999998,,-7.521673020798277,NA,NA
Sean Reid-Foley,NYM,pitcher,17034,40.5,4.28,1.41,0,2,46,-2.38,-4.9499999999999975,,-7.552186907292387,NA,NA
Matthew Liberatore,STL,pitcher,sa3008163,42.5,4.52,1.36,0,3,33,-2.38,-4.9499999999999975,,-7.552186907292387,NA,NA
Dean Kremer,BAL,pitcher,19350,67.5,5.18,1.43,0,3,58,-2.38,-4.959999999999998,,-7.567443850539443,NA,NA
Tobias Myers,CLE,pitcher,sa918088,40,4.47,1.3,0,2,38,-2.4,-4.979999999999998,,-7.597957737033553,NA,NA
Jalen Beeks,TBR,pitcher,17192,38,4.02,1.35,0,2,36,-2.41,-5.009999999999998,,-7.64372856677472,NA,NA
Brent Honeywell Jr.,OAK,pitcher,16466,56,4.65,1.37,0,2,46,-2.42,-5.019999999999998,,-7.6589855100217745,NA,NA
Pedro Báez,HOU,pitcher,5420,50,4.79,1.39,1,2,43,-2.43,-5.039999999999998,,-7.6894993965158855,NA,NA
Tyler Gilbert,ARI,pitcher,17964,68.5,5.04,1.43,0,3,53,-2.43,-5.049999999999998,,-7.704756339762941,NA,NA
Tommy Nance,CHC,pitcher,19178,44,4.39,1.39,0,2,43,-2.45,-5.079999999999998,,-7.750527169504108,NA,NA
Oliver Pérez,CLE,pitcher,1514,35.5,4.16,1.31,0,2,34,-2.45,-5.079999999999998,,-7.750527169504108,NA,NA
Ralph Garza Jr.,MIN,pitcher,17682,55,4.9,1.47,0,3,51,-2.46,-5.089999999999998,,-7.765784112751162,NA,NA
Austin Davis,BOS,pitcher,17117,46.5,4.58,1.41,0,2,48,-2.46,-5.099999999999998,,-7.781041055998218,NA,NA
Cionel Pérez,BAL,pitcher,19614,43.5,4.29,1.44,0,2,46,-2.47,-5.109999999999998,,-7.796297999245272,NA,NA
Dauri Moreta,CIN,pitcher,21101,44,4.74,1.33,0,2,42,-2.47,-5.109999999999998,,-7.796297999245272,NA,NA
Logan Allen,CLE,pitcher,18555,52.5,4.78,1.45,0,3,45,-2.47,-5.1199999999999974,,-7.811554942492327,750.08,NA
J.C. Mejía,MIL,pitcher,20617,55,4.96,1.46,0,3,50,-2.49,-5.139999999999998,,-7.842068828986439,NA,NA
Shane Greene,NA,pitcher,10756,39,4.62,1.37,1,2,36,-2.49,-5.149999999999998,,-7.8573257722334935,NA,NA
Dan Straily,NA,pitcher,9460,105,5.64,1.47,0,4,82,-2.49,-5.149999999999998,,-7.8573257722334935,NA,NA
Nick Nelson,PHI,pitcher,20153,46,4.39,1.47,0,2,50,-2.49,-5.1599999999999975,,-7.872582715480549,NA,NA
Justin Bruihl,LAD,pitcher,23779,36,4.09,1.33,0,2,33,-2.5,-5.169999999999998,,-7.887839658727605,NA,NA
Juan Minaya,NA,pitcher,10341,42.5,4.37,1.41,0,2,43,-2.51,-5.179999999999998,,-7.90309660197466,NA,NA
Francisco Perez,WSN,pitcher,21018,39,4.36,1.4,0,2,42,-2.51,-5.179999999999998,,-7.90309660197466,NA,NA
Jandel Gustave,MIL,pitcher,14665,45.5,4.46,1.38,0,2,41,-2.51,-5.189999999999998,,-7.9183535452217155,NA,NA
Dellin Betances,NA,pitcher,6216,36,4.32,1.38,0,2,39,-2.54,-5.2399999999999975,,-7.994638261456991,NA,NA
Jonathan Hernández,TEX,pitcher,17464,35.5,4.22,1.36,0,2,36,-2.54,-5.2399999999999975,,-7.994638261456991,NA,NA
Tommy Hunter,NA,pitcher,1157,40,4.32,1.32,0,2,32,-2.56,-5.279999999999998,,-8.055666034445213,NA,NA
Sean Poppen,ARI,pitcher,19583,42.5,4.38,1.41,0,2,41,-2.57,-5.289999999999998,,-8.07092297769227,NA,NA
Kyle Muller,ATL,pitcher,20167,40.5,4.72,1.47,0,3,40,-2.58,-5.309999999999998,,-8.101436864186379,NA,NA
Evan Phillips,LAD,pitcher,17734,36,4.3,1.4,0,2,39,-2.58,-5.309999999999998,,-8.101436864186379,NA,NA
Matt Shoemaker,NA,pitcher,4776,54,4.96,1.38,0,2,48,-2.58,-5.319999999999998,,-8.116693807433434,NA,NA
Junior Fernández,STL,pitcher,18496,39.5,4.2,1.41,0,2,38,-2.58,-5.319999999999998,,-8.116693807433434,NA,NA
Dennis Santana,TEX,pitcher,17878,48,4.58,1.45,0,2,48,-2.59,-5.339999999999998,,-8.147207693927546,NA,NA
Michael Feliz,BOS,pitcher,11903,36.5,4.84,1.4,1,2,38,-2.6,-5.339999999999998,,-8.147207693927546,NA,NA
Hunter Harvey,SFG,pitcher,15507,38,4.32,1.35,0,2,34,-2.6,-5.349999999999998,,-8.162464637174601,749.46,NA
Jace Fry,NA,pitcher,16159,37.5,4.11,1.43,0,2,38,-2.6,-5.359999999999998,,-8.177721580421656,NA,NA
Miguel Del Pozo,DET,pitcher,18792,45,4.54,1.44,0,2,45,-2.62,-5.389999999999998,,-8.223492410162821,NA,NA
Jake Arrieta,NA,pitcher,4153,66,5.2,1.5,0,4,49,-2.62,-5.389999999999998,,-8.223492410162821,NA,NA
Victor González,LAD,pitcher,16408,30.5,3.92,1.35,0,2,30,-2.63,-5.399999999999998,,-8.238749353409878,NA,NA
Jimmy Herget,LAA,pitcher,17556,50,4.83,1.42,0,2,48,-2.63,-5.4099999999999975,,-8.254006296656932,NA,NA
Jacob Barnes,TOR,pitcher,12323,31.5,4.4,1.39,1,2,30,-2.64,-5.419999999999998,,-8.269263239903989,NA,NA
Jackson Kowar,KCR,pitcher,21549,46,4.66,1.41,0,2,43,-2.65,-5.439999999999998,,-8.299777126398098,NA,NA
Jake Reed,NYM,pitcher,16209,39.5,4.47,1.38,0,2,37,-2.65,-5.439999999999998,,-8.299777126398098,NA,NA
Brandon Bielak,HOU,pitcher,19866,35.5,4.36,1.37,0,2,35,-2.65,-5.439999999999998,,-8.299777126398098,746.38,NA
Matt Foster,CHW,pitcher,19647,33,4.54,1.32,0,2,33,-2.67,-5.479999999999998,,-8.36080489938632,NA,NA
Dylan Lee,ATL,pitcher,19996,30.5,4.3,1.31,0,2,30,-2.67,-5.479999999999998,,-8.36080489938632,NA,NA
Trey Wingenter,CIN,pitcher,17793,28,4.41,1.36,0,2,35,-2.67,-5.4899999999999975,,-8.376061842633375,NA,NA
Hoby Milner,MIL,pitcher,13346,29,3.95,1.21,0,1,31,-2.68,-5.499999999999998,,-8.391318785880431,NA,NA
Griffin Jax,MIN,pitcher,20253,83.5,5.59,1.48,0,4,63,-2.7,-5.529999999999998,,-8.437089615621597,NA,NA
Jimmy Lambert,CHW,pitcher,19541,44.5,4.84,1.41,0,2,44,-2.7,-5.539999999999998,,-8.452346558868653,NA,NA
Trent Thornton,TOR,pitcher,17948,34,4.52,1.34,0,2,33,-2.7,-5.539999999999998,,-8.452346558868653,NA,NA
Jake Woodford,STL,pitcher,18674,61.5,5,1.45,0,3,44,-2.7,-5.539999999999998,,-8.452346558868653,748.92,NA
Anthony Castro,TOR,pitcher,19789,34.5,4.43,1.41,0,2,37,-2.71,-5.559999999999998,,-8.482860445362762,NA,NA
Kyle Wright,ATL,pitcher,19665,39,4.51,1.38,0,2,35,-2.72,-5.579999999999998,,-8.513374331856873,640.38,NA
Tyler Kinley,COL,pitcher,18297,57,5.32,1.49,1,2,57,-2.75,-5.629999999999998,,-8.58965904809215,NA,NA
Tyler Beede,SFG,pitcher,16981,68,5.11,1.54,0,3,61,-2.76,-5.639999999999998,,-8.604915991339206,475.54,NA
Brad Brach,NA,pitcher,6627,45.5,4.7,1.47,0,2,46,-2.76,-5.649999999999998,,-8.620172934586261,NA,NA
MacKenzie Gore,SDP,pitcher,sa3005068,43,4.62,1.42,0,2,39,-2.77,-5.6599999999999975,drafted,-8.635429877833316,657.08,1
Javy Guerra,SDP,pitcher,17292,37.5,4.2,1.34,0,1,37,-2.78,-5.679999999999998,,-8.665943764327427,NA,NA
Cole Hamels,NA,pitcher,4972,45.5,4.7,1.41,0,2,39,-2.78,-5.679999999999998,,-8.665943764327427,NA,NA
Jhoan Duran,MIN,pitcher,sa873347,28,4.08,1.38,0,2,29,-2.79,-5.689999999999998,,-8.681200707574481,NA,NA
Anthony Gose,CLE,pitcher,5097,49,5.31,1.69,0,4,59,-2.79,-5.6999999999999975,,-8.696457650821538,NA,NA
Paul Blackburn,OAK,pitcher,14739,41.5,4.41,1.37,0,2,30,-2.79,-5.6999999999999975,,-8.696457650821538,NA,NA
Chasen Shreve,NA,pitcher,10855,45,4.78,1.44,0,2,43,-2.8,-5.709999999999998,,-8.711714594068594,NA,NA
Matt Harvey,NA,pitcher,11713,55.5,5.27,1.43,0,3,42,-2.8,-5.719999999999998,,-8.726971537315649,NA,NA
Ryan Burr,CHW,pitcher,17536,44,4.51,1.46,0,2,40,-2.81,-5.729999999999998,,-8.742228480562703,NA,NA
Nick Mikolajchak,CLE,pitcher,sa3010303,27,4.41,1.32,0,2,28,-2.81,-5.729999999999998,,-8.742228480562703,NA,NA
Dillon Maples,NA,pitcher,14672,39,4.41,1.54,0,2,45,-2.81,-5.7399999999999975,,-8.757485423809758,NA,NA
Kyle Bradish,BAL,pitcher,sa3008605,39.5,4.7,1.43,0,2,39,-2.82,-5.759999999999998,,-8.787999310303869,NA,NA
Joey Krehbiel,BAL,pitcher,13707,45.5,4.9,1.43,0,2,43,-2.83,-5.769999999999998,,-8.803256253550925,NA,NA
Brandon Workman,NA,pitcher,11428,39.5,4.69,1.52,1,2,39,-2.83,-5.779999999999998,,-8.81851319679798,NA,NA
Taylor Clarke,KCR,pitcher,17611,44,4.76,1.41,0,2,38,-2.84,-5.779999999999998,,-8.81851319679798,NA,NA
George Kirby,SEA,pitcher,sa3011526,28,4.29,1.31,0,2,24,-2.86,-5.829999999999998,drafted,-8.894797913033257,NA,1
Ben Leeper,CHC,pitcher,sa3014907,24.5,4.23,1.34,0,2,26,-2.87,-5.849999999999998,,-8.925311799527368,NA,NA
Ryne Harper,NA,pitcher,12680,41.5,4.85,1.38,0,2,35,-2.87,-5.849999999999998,,-8.925311799527368,NA,NA
Kent Emanuel,PHI,pitcher,15849,31,4.33,1.35,0,2,26,-2.88,-5.859999999999998,,-8.940568742774422,NA,NA
Dan Winkler,NA,pitcher,12237,47,4.85,1.48,0,2,46,-2.88,-5.8699999999999974,,-8.955825686021477,NA,NA
Grant Holmes,OAK,pitcher,sa828669,43,4.62,1.44,0,2,37,-2.89,-5.8699999999999974,,-8.955825686021477,NA,NA
Matt Moore,NA,pitcher,1890,81.5,5.4,1.51,0,3,67,-2.89,-5.8699999999999974,,-8.955825686021477,NA,NA
Thomas Hatch,TOR,pitcher,19264,33.5,4.68,1.37,0,2,31,-2.89,-5.879999999999998,,-8.971082629268533,744.46,NA
Ryan Weathers,SDP,pitcher,23796,43,4.7,1.4,0,2,34,-2.89,-5.889999999999998,,-8.98633957251559,NA,NA
Fernando Abad,NA,pitcher,4994,36,4.62,1.36,0,2,29,-2.9,-5.899999999999998,,-9.001596515762644,NA,NA
Kutter Crawford,BOS,pitcher,20531,27,4.6,1.34,0,2,28,-2.9,-5.899999999999998,,-9.001596515762644,NA,NA
Josh Tomlin,NA,pitcher,9388,46.5,5.15,1.33,0,2,34,-2.91,-5.9099999999999975,,-9.016853459009699,NA,NA
Jhoulys Chacín,COL,pitcher,2608,63.5,5.34,1.5,0,3,53,-2.91,-5.919999999999998,,-9.032110402256755,NA,NA
Max Meyer,MIA,pitcher,sa3014430,33.5,4.35,1.41,0,2,29,-2.92,-5.929999999999998,drafted,-9.04736734550381,NA,1
Cole Winn,TEX,pitcher,sa3008662,41.5,4.93,1.42,0,2,38,-2.94,-5.959999999999998,,-9.093138175244977,NA,NA
Brandon Kintzler,NA,pitcher,9939,39,4.69,1.44,1,2,28,-2.94,-5.969999999999998,,-9.108395118492032,NA,NA
Albert Abreu,NYY,pitcher,17485,40,4.82,1.49,0,2,42,-2.95,-5.999999999999998,,-9.154165948233198,NA,NA
Chase Anderson,TEX,pitcher,6895,78.5,5.69,1.5,0,4,58,-2.96,-5.999999999999998,,-9.154165948233198,NA,NA
Wade LeBlanc,NA,pitcher,5221,49.5,5.24,1.43,0,3,34,-2.96,-5.999999999999998,,-9.154165948233198,NA,NA
J.B. Bukauskas,ARI,pitcher,20491,46,4.72,1.51,0,2,44,-2.96,-6.009999999999998,,-9.169422891480252,NA,NA
Kyle Tyler,LAA,pitcher,22092,35.5,4.61,1.39,0,2,29,-2.97,-6.019999999999998,,-9.184679834727309,NA,NA
Alex Faedo,DET,pitcher,sa829855,29.5,4.79,1.32,0,2,26,-2.97,-6.029999999999998,,-9.199936777974363,NA,NA
Ethan Small,MIL,pitcher,sa3011621,42.5,4.82,1.46,0,2,39,-2.98,-6.039999999999998,,-9.21519372122142,NA,NA
Ethan Roberts,CHC,pitcher,sa3008132,25.5,4.31,1.36,0,2,24,-2.98,-6.039999999999998,,-9.21519372122142,NA,NA
Johan Oviedo,STL,pitcher,22487,41,4.6,1.47,0,2,36,-2.98,-6.049999999999998,,-9.230450664468474,743.85,NA
Alexander Wells,BAL,pitcher,19845,47,5.06,1.37,0,2,34,-2.99,-6.059999999999998,,-9.245707607715529,NA,NA
Andres Machado,WSN,pitcher,14681,58.5,5.06,1.48,0,2,50,-3,-6.079999999999998,,-9.27622149420964,NA,NA
Jon Heasley,KCR,pitcher,22224,42,4.82,1.42,0,2,34,-3,-6.089999999999998,,-9.291478437456696,NA,NA
Tyler Zuber,KCR,pitcher,20379,32,4.68,1.45,0,2,33,-3.01,-6.089999999999998,,-9.291478437456696,NA,NA
Mitch White,LAD,pitcher,19225,30,4.28,1.31,0,1,30,-3.01,-6.089999999999998,,-9.291478437456696,NA,NA
Nick Anderson,TBR,pitcher,18337,18,3.96,1.2,1,1,19,-3.01,-6.109999999999998,,-9.321992323950806,NA,NA
Andre Jackson,LAD,pitcher,21298,34,5.03,1.44,1,2,29,-3.01,-6.109999999999998,,-9.321992323950806,NA,NA
Brandon Williamson,SEA,pitcher,sa3011494,28,4.19,1.31,0,1,29,-3.03,-6.129999999999998,,-9.352506210444917,NA,NA
Adrian Morejon,SDP,pitcher,20039,21,3.66,1.25,0,1,24,-3.04,-6.149999999999998,,-9.383020096939028,749.54,NA
Ryan Hendrix,CIN,pitcher,19535,34,4.81,1.48,0,2,36,-3.05,-6.169999999999998,,-9.413533983433139,NA,NA
Paul Campbell,MIA,pitcher,22248,36.5,4.82,1.4,0,2,30,-3.05,-6.169999999999998,,-9.413533983433139,NA,NA
Nabil Crismatt,SDP,pitcher,17732,32.5,4.29,1.33,0,1,29,-3.06,-6.189999999999998,,-9.444047869927248,NA,NA
Max Kranick,PIT,pitcher,22175,40.5,4.94,1.4,0,2,31,-3.08,-6.229999999999998,,-9.50507564291547,NA,NA
Scott Kazmir,NA,pitcher,4897,38.5,4.84,1.42,0,2,31,-3.09,-6.2399999999999975,,-9.520332586162525,NA,NA
David Phelps,TOR,pitcher,6316,22.5,4.04,1.28,0,1,26,-3.09,-6.2399999999999975,,-9.520332586162525,NA,NA
Blake Cederlind,PIT,pitcher,20344,27.5,4.43,1.44,0,2,26,-3.1,-6.259999999999998,,-9.550846472656636,NA,NA
Miguel Yajure,PIT,pitcher,21111,30,4.72,1.38,0,2,25,-3.1,-6.269999999999998,,-9.566103415903692,722.46,NA
Ian Krol,DET,pitcher,10066,33,4.3,1.4,0,1,33,-3.1,-6.269999999999998,,-9.566103415903692,NA,NA
Jordan Yamamoto,NYM,pitcher,17585,40.5,5.13,1.42,0,2,35,-3.11,-6.279999999999998,,-9.581360359150747,NA,NA
Packy Naughton,LAA,pitcher,23292,33,4.66,1.4,0,2,25,-3.13,-6.309999999999998,,-9.627131188891912,NA,NA
Jordan Holloway,MIA,pitcher,20631,37.5,4.63,1.53,0,2,36,-3.13,-6.319999999999998,,-9.642388132138969,NA,NA
Yohan Ramirez,SEA,pitcher,19444,29,4.29,1.44,0,1,35,-3.13,-6.319999999999998,,-9.642388132138969,NA,NA
Justin Anderson,TEX,pitcher,16201,34,4.4,1.45,0,1,37,-3.14,-6.329999999999998,,-9.657645075386025,NA,NA
AJ Ramos,NA,pitcher,8350,37.5,5.02,1.47,0,2,36,-3.14,-6.329999999999998,,-9.657645075386025,NA,NA
T.J. Zeuch,STL,pitcher,19269,33.5,4.49,1.41,0,2,23,-3.15,-6.349999999999998,,-9.688158961880134,NA,NA
Robert Gsellman,NA,pitcher,13696,35.5,4.73,1.42,0,2,27,-3.15,-6.349999999999998,,-9.688158961880134,NA,NA
Brendan McKay,TBR,pitcher,20186,18.5,3.73,1.22,0,1,21,-3.15,-6.359999999999998,,-9.703415905127189,NA,NA
Ervin Santana,NA,pitcher,3200,41.5,5.15,1.42,0,2,34,-3.15,-6.359999999999998,,-9.703415905127189,NA,NA
Josh James,HOU,pitcher,16794,24,4.24,1.36,0,1,29,-3.16,-6.379999999999998,,-9.7339297916213,742.62,NA
Yency Almonte,NA,pitcher,15068,43,5.04,1.5,0,2,40,-3.17,-6.389999999999998,,-9.749186734868356,NA,NA
Miguel Sánchez,MIL,pitcher,20074,28.5,4.76,1.43,0,2,26,-3.18,-6.4099999999999975,,-9.779700621362466,NA,NA
Peter Solomon,HOU,pitcher,20476,18.5,4.34,1.35,0,2,18,-3.19,-6.419999999999998,,-9.794957564609522,NA,NA
Lucas Gilbreath,COL,pitcher,21290,53.5,5.37,1.59,0,3,50,-3.19,-6.429999999999998,,-9.810214507856577,NA,NA
Junior Guerra,NA,pitcher,5702,37,4.86,1.49,0,2,33,-3.21,-6.459999999999998,,-9.855985337597744,NA,NA
Mike Baumann,BAL,pitcher,20206,42,5.03,1.48,0,2,36,-3.21,-6.469999999999998,,-9.871242280844799,NA,NA
Jordan Balazovic,MIN,pitcher,sa918017,38.5,4.96,1.45,0,2,31,-3.21,-6.469999999999998,,-9.871242280844799,NA,NA
Kyle Barraclough,NA,pitcher,13713,24,4.68,1.41,1,1,26,-3.22,-6.4899999999999975,,-9.901756167338908,NA,NA
Mason Thompson,WSN,pitcher,21850,41.5,4.81,1.53,0,2,37,-3.22,-6.4899999999999975,,-9.901756167338908,NA,NA
Adam Kolarek,OAK,pitcher,10843,35,4.26,1.47,0,2,22,-3.23,-6.499999999999998,,-9.917013110585964,NA,NA
Caleb Baragar,SFG,pitcher,19231,28,5.14,1.49,1,2,24,-3.24,-6.519999999999998,,-9.947526997080075,NA,NA
Darren O'Day,ATL,pitcher,3321,22.5,4.27,1.29,0,1,23,-3.25,-6.529999999999998,,-9.96278394032713,NA,NA
Patrick Ruotolo,SFG,pitcher,sa856262,22.5,4.16,1.31,0,1,23,-3.25,-6.539999999999998,,-9.978040883574186,NA,NA
Wyatt Mills,SEA,pitcher,20010,20,3.96,1.29,0,1,21,-3.26,-6.559999999999998,,-10.008554770068296,NA,NA
