"PlayerName","NFBC_ADP","playerid"
"Sean Nolin",NA,"11341"
"Connor Overton",NA,"18376"
"Edgar Santana",NA,"17355"
"Bryan Baker",NA,"19804"
"Calvin Faucher",NA,"sa3004013"
"Devin Sweet",NA,"sa3008340"
"Joey Gerber",NA,"24591"
"Joey Lucchesi",NA,"19320"
"Parker Dunshee",NA,"sa873274"
"Edwin Uceta",NA,"20539"
"Scott Engler",NA,"sa918353"
"Drew Hutchison",NA,"10732"
"Luke Farrell",NA,"15101"
"Adrian Sampson",NA,"13339"
"Anderson Espinoza",NA,"sa872856"
"Connor Thomas",NA,"sa3010784"
"Tyler Ivey",NA,"20237"
"JoJo Romero",NA,"19574"
"Cole Gordon",NA,"sa3011216"
"Joel Peguero",NA,"sa917689"
"Kevin Ginkel",NA,"19876"
"Marcos Diplán",NA,"17583"
"Jose Marte",NA,"21761"
"Andrew Bellatti",NA,"10657"
"Cooper Criswell",NA,"24975"
"Brian Howard",NA,"sa918377"
"Kyle Nelson",NA,"20515"
"Jake Latz",NA,"21306"
"Kohei Arihara",NA,"27505"
"Daniel Castano",NA,"19805"
"Allan Winans",NA,"sa3007580"
"Thomas Burrows",NA,"sa874215"
"J.P. France",NA,"sa3008310"
"Humberto Mejía",NA,"20739"
"Andrew Albers",NA,"7853"
"Rio Gomez",NA,"sa3004676"
"Matt Frisbee",NA,"sa3006801"
"Brett de Geus",NA,"23592"
"Kyle Dohy",NA,"20334"
"Penn Murfee",NA,"sa3006775"
"Adonis Medina",NA,"19903"
"Ty Blach",NA,"14361"
"Forrest Whitley",NA,"sa917930"
"Kyle Ryan",NA,"11753"
"John Gant",NA,"13684"
"Scott Alexander",NA,"10591"
"Garrett Hill",NA,"sa3007259"
"Scott Moss",NA,"sa738902"
"Cayne Ueckert",NA,"sa3010789"
"Michel Baez",NA,"20100"
"Elvis Peguero",NA,"21652"
"Shaun Anderson",NA,"19453"
"Zach Jackson",NA,"sa874174"
"Nick Robertson",NA,"sa3011248"
"Colin Rea",NA,"12317"
"Travis Lakins Sr.",NA,"18600"
"Cam Vieaux",NA,"sa873657"
"Drew Carlton",NA,"19868"
"Anderson Severino",NA,"sa838671"
"Matt Swarmer",NA,"sa918458"
"Marcel Rentería",NA,"sa3005016"
"Argenis Angulo",NA,"sa829470"
"Jacques Pucheu",NA,"sa3010631"
"Tyler Johnson",NA,"sa915688"
"James McArthur",NA,"sa3007715"
"Thomas Szapucki",NA,"21065"
"Ashton Goudeau",NA,"15139"
"Beau Burrows",NA,"18873"
"Ricardo Pinto",NA,"16318"
"Johan Quezada",NA,"20643"
"Deivi García",NA,"20276"
"James Hoyt",NA,"14605"
"Andre Scrubb",NA,"20329"
"Gray Fenter",NA,"sa875233"
"Michael Byrne",NA,"sa3008227"
"Conner Greene",NA,"16455"
"Jesus Tinoco",NA,"16300"
"Cole Uvila",NA,"sa3006804"
"John Parke",NA,"sa3003988"
"Thomas Eshelman",NA,"18361"
"Nathan Webb",NA,"sa918814"
"Daniel Tillo",NA,"sa876284"
"Jared Solomon",NA,"sa3004589"
"Garrett Schilling",NA,"sa3004770"
"Yoan Aybar",NA,"sa829086"
